index,latest_tsc,time_delta_ns,avg_occ,s_avg_occ,s_avg_occ_long,cpu
0,21085884702299120,697,62,66,66,28
1,21085884702301642,764,51,64,66,28
2,21085884702303676,616,62,66,66,28
3,21085884702306076,727,76,67,66,28
4,21085884702308074,605,68,66,66,28
5,21085884702310078,607,61,66,66,28
6,21085884702312084,607,77,68,66,28
7,21085884702314256,658,55,65,66,28
8,21085884702316290,616,76,67,66,28
9,21085884702318324,616,72,67,66,28
10,21085884702320404,630,57,65,66,28
11,21085884702322446,618,61,66,66,28
12,21085884702324456,609,55,65,66,28
13,21085884702326472,610,76,67,66,28
14,21085884702328482,609,93,70,66,28
15,21085884702330678,665,83,68,66,28
16,21085884702332724,620,84,69,66,28
17,21085884702334760,616,75,67,66,28
18,21085884702336890,645,40,63,66,28
19,21085884702338944,622,85,69,66,28
20,21085884702340962,611,54,65,66,28
21,21085884702342976,610,57,65,66,28
22,21085884702344986,609,80,68,66,28
23,21085884702347174,663,59,65,66,28
24,21085884702349216,618,53,65,66,28
25,21085884702351674,744,57,65,66,28
26,21085884702353716,618,75,67,66,28
27,21085884702355760,619,91,69,66,28
28,21085884702357774,610,36,63,66,28
29,21085884702359774,606,50,64,66,28
30,21085884702361784,609,63,66,66,28
31,21085884702363970,662,71,67,66,28
32,21085884702366060,633,80,68,66,28
33,21085884702368092,615,50,64,66,28
34,21085884702370134,618,60,65,66,28
35,21085884702372176,618,74,67,66,28
36,21085884702374200,613,51,64,66,28
37,21085884702376210,609,49,64,66,28
38,21085884702378216,607,66,66,66,28
39,21085884702380400,661,84,68,66,28
40,21085884702382658,684,97,70,66,28
41,21085884702384704,620,77,68,66,28
42,21085884702386780,629,80,68,66,28
43,21085884702388844,625,71,67,66,28
44,21085884702390890,620,86,69,66,28
45,21085884702392906,610,50,64,66,28
46,21085884702394918,609,45,64,66,28
47,21085884702397110,664,40,63,66,28
48,21085884702399142,615,81,68,66,28
49,21085884702401170,614,66,66,66,28
50,21085884702403230,624,50,64,66,28
51,21085884702405316,632,60,65,66,28
52,21085884702407346,615,29,61,66,28
53,21085884702409348,606,52,64,66,28
54,21085884702411358,609,71,67,66,28
55,21085884702413540,661,49,64,66,28
56,21085884702415592,621,58,65,66,28
57,21085884702417640,620,56,65,66,28
58,21085884702419668,614,51,64,66,28
59,21085884702421748,630,64,65,66,28
60,21085884702423770,612,73,67,66,28
61,21085884702425770,606,54,64,66,28
62,21085884702427850,630,53,64,66,28
63,21085884702430028,660,47,63,66,28
64,21085884702432058,615,68,66,66,28
65,21085884702434092,616,61,65,66,28
66,21085884702436174,630,65,65,66,28
67,21085884702438216,618,57,64,66,28
68,21085884702440236,612,52,64,66,28
69,21085884702442238,606,69,66,66,28
70,21085884702444244,607,58,65,65,28
71,21085884702446992,832,53,64,65,28
72,21085884702449022,615,55,64,65,28
73,21085884702451118,635,59,65,65,28
74,21085884702453158,618,72,66,65,28
75,21085884702455522,716,60,65,65,28
76,21085884702457536,610,84,68,65,28
77,21085884702459546,609,72,66,65,28
78,21085884702461560,610,71,66,65,28
79,21085884702463752,664,48,63,65,28
80,21085884702465786,616,54,64,65,28
81,21085884702467882,635,94,69,65,28
82,21085884702469922,618,90,68,66,28
83,21085884702472006,631,60,65,66,28
84,21085884702474022,610,91,69,66,28
85,21085884702476076,622,84,68,66,28
86,21085884702478106,615,65,66,66,28
87,21085884702480300,664,68,66,66,28
88,21085884702482344,619,74,67,66,28
89,21085884702484396,621,56,64,66,28
90,21085884702486428,615,86,68,66,28
91,21085884702488506,629,82,68,66,28
92,21085884702490520,610,92,69,66,28
93,21085884702492534,610,60,65,66,28
94,21085884702494544,609,71,66,66,28
95,21085884702496744,666,64,66,66,28
96,21085884702498788,619,57,65,66,28
97,21085884702500818,615,73,67,66,28
98,21085884702502852,616,67,66,66,28
99,21085884702504872,612,72,67,66,28
100,21085884702506888,610,54,64,66,28
101,21085884702508904,610,61,65,66,28
102,21085884702510908,607,61,65,66,28
103,21085884702513102,664,81,68,66,28
104,21085884702515186,631,40,63,66,28
105,21085884702517218,615,50,64,66,28
106,21085884702519258,618,82,68,66,28
107,21085884702521372,640,64,66,66,28
108,21085884702523460,632,72,67,66,28
109,21085884702525466,607,57,65,66,28
110,21085884702527482,610,65,66,66,28
111,21085884702529680,666,71,66,66,28
112,21085884702531998,702,82,68,66,28
113,21085884702534044,620,82,68,66,28
114,21085884702536092,620,58,65,66,28
115,21085884702538174,630,93,69,66,28
116,21085884702540196,612,86,68,66,28
117,21085884702542198,606,61,65,66,28
118,21085884702544208,609,80,68,66,28
119,21085884702546402,664,78,68,66,28
120,21085884702548764,715,49,64,66,28
121,21085884702550844,630,76,67,66,28
122,21085884702552926,630,91,69,66,28
123,21085884702554966,618,91,69,66,28
124,21085884702556984,611,74,67,66,28
125,21085884702559006,612,79,68,66,28
126,21085884702561014,608,86,69,66,28
127,21085884702563200,662,43,63,66,28
128,21085884702565248,620,92,69,66,28
129,21085884702567294,620,44,64,66,28
130,21085884702569368,628,73,67,66,28
131,21085884702571400,615,57,65,66,28
132,21085884702573414,610,91,69,66,28
133,21085884702575426,609,92,70,67,28
134,21085884702577436,609,52,65,66,28
135,21085884702579604,656,82,68,67,28
136,21085884702581646,618,82,68,67,28
137,21085884702583678,615,77,68,67,28
138,21085884702585724,620,70,67,67,28
139,21085884702587752,614,79,68,67,28
140,21085884702589764,609,61,66,67,28
141,21085884702591774,609,68,67,67,28
142,21085884702593840,626,65,66,67,28
