index,latest_tsc,time_delta_ns,avg_occ,s_avg_occ,s_avg_occ_long,cpu
0,21081629615543718,592,0,48,53,28
1,21081629615545922,667,0,48,53,28
2,21081629615548092,657,0,48,53,28
3,21081629615550336,680,0,48,53,28
4,21081629615552368,615,0,48,53,28
5,21081629615554358,603,0,48,53,28
6,21081629615556368,609,0,48,53,28
7,21081629615558366,605,0,48,53,28
8,21081629615560336,596,0,48,53,28
9,21081629615562310,598,0,48,53,28
10,21081629615564494,661,26,49,53,28
11,21081629615566540,620,2,49,53,28
12,21081629615568568,614,76,56,53,28
13,21081629615570648,630,69,55,53,28
14,21081629615572694,620,50,52,53,28
15,21081629615574722,614,59,54,53,28
16,21081629615576744,612,62,54,53,28
17,21081629615578764,612,55,53,53,28
18,21081629615580974,669,52,53,53,28
19,21081629615583052,629,78,56,53,28
20,21081629615585088,616,53,53,53,28
21,21081629615587114,613,84,57,53,28
22,21081629615589122,608,80,56,53,28
23,21081629615591132,609,51,53,53,28
24,21081629615593150,611,50,53,53,28
25,21081629615595164,610,61,54,53,28
26,21081629615597362,666,55,53,53,28
27,21081629615599394,615,64,54,53,28
28,21081629615601426,615,72,56,53,28
29,21081629615603468,618,73,56,53,28
30,21081629615605528,624,65,55,53,28
31,21081629615607550,612,61,54,53,28
32,21081629615609554,607,67,55,54,28
33,21081629615611558,607,53,53,54,28
34,21081629615613756,666,52,53,54,28
35,21081629615615786,615,69,55,54,28
36,21081629615617814,614,61,54,54,28
37,21081629615619848,616,86,58,54,28
38,21081629615621844,604,23,50,54,28
39,21081629615623850,607,49,53,54,28
40,21081629615625852,606,66,55,54,28
41,21081629615627872,612,75,56,54,28
42,21081629615630080,669,50,53,54,28
43,21081629615632098,611,50,53,54,28
44,21081629615634140,618,54,54,54,28
45,21081629615636162,612,52,53,54,28
46,21081629615638244,630,79,57,54,28
47,21081629615640256,609,59,54,54,28
48,21081629615642270,610,46,53,54,28
49,21081629615644290,612,62,55,54,28
50,21081629615646494,667,79,57,54,28
51,21081629615648520,613,55,54,54,28
52,21081629615650586,626,61,55,54,28
53,21081629615652664,629,48,53,54,28
54,21081629615654678,610,61,55,54,28
55,21081629615656710,615,82,57,54,28
56,21081629615658720,609,52,54,54,28
57,21081629615660720,606,50,53,54,28
58,21081629615662932,670,57,54,54,28
59,21081629615664956,613,51,54,54,28
60,21081629615666986,615,56,54,54,28
61,21081629615669020,616,70,56,54,28
62,21081629615671048,614,66,55,54,28
63,21081629615673060,609,68,56,54,28
64,21081629615675062,606,45,53,54,28
65,21081629615677072,609,77,57,54,28
66,21081629615679282,669,86,58,54,28
67,21081629615681330,620,54,54,54,28
68,21081629615683370,618,60,55,54,28
69,21081629615685400,615,56,54,54,28
70,21081629615687400,606,50,54,54,28
71,21081629615689414,610,77,57,54,28
72,21081629615691424,609,83,58,55,28
73,21081629615693434,609,63,56,55,28
74,21081629615695630,665,31,52,54,28
75,21081629615697886,683,52,54,54,28
76,21081629615699904,611,65,56,54,28
77,21081629615701982,629,66,56,55,28
78,21081629615704000,611,78,57,55,28
79,21081629615706008,608,67,56,55,28
80,21081629615708024,610,50,54,55,28
81,21081629615710046,612,72,57,55,28
82,21081629615712244,666,71,57,55,28
83,21081629615714272,614,86,59,55,28
84,21081629615716326,622,53,55,55,28
85,21081629615718346,612,91,59,55,28
86,21081629615720336,603,70,57,55,28
87,21081629615722382,620,80,58,55,28
88,21081629615724390,608,42,53,55,28
89,21081629615726390,606,84,59,55,28
90,21081629615728602,670,51,55,55,28
91,21081629615730646,619,63,56,55,28
92,21081629615732674,614,82,59,55,28
93,21081629615734698,613,53,55,55,28
94,21081629615736720,612,68,57,55,28
95,21081629615738728,608,79,58,55,28
96,21081629615740740,609,71,57,56,28
97,21081629615742758,611,64,57,56,28
98,21081629615745010,682,60,56,56,28
99,21081629615747042,615,75,58,56,28
100,21081629615749074,615,68,57,56,28
101,21081629615751136,624,80,59,56,28
102,21081629615753150,610,72,58,56,28
103,21081629615755164,610,73,58,56,28
104,21081629615757176,609,62,57,56,28
105,21081629615759222,620,68,57,56,28
106,21081629615761416,664,81,59,56,28
107,21081629615763446,615,59,56,56,28
108,21081629615765474,614,34,53,56,28
109,21081629615767502,614,51,55,56,28
110,21081629615769504,606,93,61,56,28
111,21081629615771522,611,50,55,56,28
112,21081629615773526,607,48,55,56,28
113,21081629615775524,605,68,57,56,28
114,21081629615777736,670,70,58,56,28
115,21081629615779770,616,66,57,56,28
116,21081629615781832,624,87,60,56,28
117,21081629615783864,615,50,55,56,28
118,21081629615785868,607,87,60,56,28
119,21081629615787884,610,56,56,56,28
120,21081629615789894,609,40,54,56,28
121,21081629615791904,609,62,57,56,28
122,21081629615794104,666,74,58,56,28
123,21081629615796144,618,61,57,56,28
124,21081629615798178,616,81,59,57,28
125,21081629615800212,616,65,58,57,28
126,21081629615802296,631,78,59,57,28
127,21081629615804316,612,69,58,57,28
128,21081629615806334,611,73,59,57,28
129,21081629615808338,607,75,59,57,28
130,21081629615810532,664,75,59,57,28
131,21081629615812548,610,68,58,57,28
132,21081629615814574,613,49,56,57,28
133,21081629615816590,610,75,59,57,28
134,21081629615818600,609,62,58,57,28
135,21081629615820598,605,53,56,57,28
